Campaign ID,Campaign Month,Customer ID,Customer Full Name,Customer Email,Recommendation 1,Recommendation 2,Recommendation 3,Discount Percent,Coupon Code,Scheduled Day,Status,Retry Count,Last Attempt At,Sent At,Reactivated At,Coupon Status,Coupon Redeemed At,Coupon Transaction ID,Last Error
REACTIVA-2026-09,2026-09,CUST002056,Vivek Malhotra,vivek.malhotra.cust002056@reactiva.example,Running Shoes,Sneakers,Slippers,10,5OPSOM,2,PENDING,0,,,,ACTIVE,,,
REACTIVA-2026-09,2026-09,CUST002102,Deepika Bhat,deepika.bhat.cust002102@reactiva.example,Running Shoes,Sneakers,Slippers,10,7ZCUBT,2,PENDING,0,,,,ACTIVE,,,
REACTIVA-2026-09,2026-09,CUST002117,Sonia Gupta,sonia.gupta.cust002117@reactiva.example,Running Shoes,Sneakers,Slippers,10,FV74C3,2,PENDING,0,,,,ACTIVE,,,
REACTIVA-2026-09,2026-09,CUST002132,Raj Verma,raj.verma.cust002132@reactiva.example,Running Shoes,Sneakers,Slippers,10,6H6Q6P,2,PENDING,0,,,,ACTIVE,,,
REACTIVA-2026-09,2026-09,CUST002193,Kabir Nair,kabir.nair.cust002193@reactiva.example,Saree,Kurta,Jacket,10,DTV7QJ,2,PENDING,0,,,,ACTIVE,,,
REACTIVA-2026-09,2026-09,CUST002208,Deepika Sharma,deepika.sharma.cust002208@reactiva.example,Running Shoes,Sneakers,Slippers,10,P3GHO4,2,PENDING,0,,,,ACTIVE,,,
REACTIVA-2026-09,2026-09,CUST002216,Kabir Chopra,kabir.chopra.cust002216@reactiva.example,Saree,Kurta,Jacket,10,GOJ3MO,2,PENDING,0,,,,ACTIVE,,,
REACTIVA-2026-09,2026-09,CUST002223,Kiran Gupta,kiran.gupta.cust002223@reactiva.example,Saree,Kurta,Jacket,10,VLQM3G,2,PENDING,0,,,,ACTIVE,,,
REACTIVA-2026-09,2026-09,CUST002249,Dev Mehta,dev.mehta.cust002249@reactiva.example,Saree,Kurta,Jacket,10,DSQNFB,2,PENDING,0,,,,ACTIVE,,,
REACTIVA-2026-09,2026-09,CUST002260,Sameer Kapoor,sameer.kapoor.cust002260@reactiva.example,Bag,Sunglasses,Backpack,10,6JD3CM,2,PENDING,0,,,,ACTIVE,,,
REACTIVA-2026-09,2026-09,CUST002268,Dev Gupta,dev.gupta.cust002268@reactiva.example,Bag,Sunglasses,Backpack,10,E2BVRZ,2,PENDING,0,,,,ACTIVE,,,
REACTIVA-2026-09,2026-09,CUST002271,Rahul Iyer,rahul.iyer.cust002271@reactiva.example,Saree,Kurta,Jacket,10,V3D6ED,2,PENDING,0,,,,ACTIVE,,,
REACTIVA-2026-09,2026-09,CUST002285,Raj Kapoor,raj.kapoor.cust002285@reactiva.example,Running Shoes,Sneakers,Slippers,10,OXTHMD,2,PENDING,0,,,,ACTIVE,,,
REACTIVA-2026-09,2026-09,CUST002290,Priya Nair,priya.nair.cust002290@reactiva.example,Bag,Sunglasses,Backpack,10,DKEZP2,2,PENDING,0,,,,ACTIVE,,,
REACTIVA-2026-09,2026-09,CUST002294,Sameer Nair,sameer.nair.cust002294@reactiva.example,Bag,Sunglasses,Backpack,10,2W3SNQ,2,PENDING,0,,,,ACTIVE,,,
REACTIVA-2026-09,2026-09,CUST002297,Ananya Gupta,ananya.gupta.cust002297@reactiva.example,Saree,Kurta,Jacket,10,OMM5SU,2,PENDING,0,,,,ACTIVE,,,
REACTIVA-2026-09,2026-09,CUST002299,Varun Iyer,varun.iyer.cust002299@reactiva.example,Running Shoes,Sneakers,Slippers,10,W7QS2J,2,PENDING,0,,,,ACTIVE,,,
REACTIVA-2026-09,2026-09,CUST002344,Isha Verma,isha.verma.cust002344@reactiva.example,Saree,Kurta,Jacket,10,P7WC45,2,PENDING,0,,,,ACTIVE,,,
REACTIVA-2026-09,2026-09,CUST002353,Kavya Kumar,kavya.kumar.cust002353@reactiva.example,Saree,Kurta,Jacket,10,SBBJRX,2,PENDING,0,,,,ACTIVE,,,
REACTIVA-2026-09,2026-09,CUST002359,Arjun Iyer,arjun.iyer.cust002359@reactiva.example,Running Shoes,Sneakers,Slippers,10,TOY2FB,2,PENDING,0,,,,ACTIVE,,,
REACTIVA-2026-09,2026-09,CUST002364,Diya Khanna,diya.khanna.cust002364@reactiva.example,Running Shoes,Sneakers,Slippers,10,W5JTOP,2,PENDING,0,,,,ACTIVE,,,
REACTIVA-2026-09,2026-09,CUST002388,Neha Chopra,neha.chopra.cust002388@reactiva.example,Saree,Kurta,Jacket,10,2HUSTA,2,PENDING,0,,,,ACTIVE,,,
REACTIVA-2026-09,2026-09,CUST002404,Neha Saxena,neha.saxena.cust002404@reactiva.example,Bag,Sunglasses,Backpack,10,YFEVX4,2,PENDING,0,,,,ACTIVE,,,
REACTIVA-2026-09,2026-09,CUST002410,Varun Rao,varun.rao.cust002410@reactiva.example,Running Shoes,Sneakers,Slippers,10,EHZTER,2,PENDING,0,,,,ACTIVE,,,
REACTIVA-2026-09,2026-09,CUST002411,Varun Joshi,varun.joshi.cust002411@reactiva.example,Running Shoes,Sneakers,Slippers,10,UN5JX2,2,PENDING,0,,,,ACTIVE,,,
REACTIVA-2026-09,2026-09,CUST002419,Raj Verma,raj.verma.cust002419@reactiva.example,Running Shoes,Sneakers,Slippers,10,7HCIGK,2,PENDING,0,,,,ACTIVE,,,
REACTIVA-2026-09,2026-09,CUST002433,Sanjay Rao,sanjay.rao.cust002433@reactiva.example,Running Shoes,Sneakers,Slippers,10,VDYFFJ,2,PENDING,0,,,,ACTIVE,,,
REACTIVA-2026-09,2026-09,CUST002440,Manish Joshi,manish.joshi.cust002440@reactiva.example,Saree,Kurta,Jacket,10,WUVHFN,2,PENDING,0,,,,ACTIVE,,,
REACTIVA-2026-09,2026-09,CUST002451,Priya Saxena,priya.saxena.cust002451@reactiva.example,Saree,Kurta,Jacket,10,6CEQBH,2,PENDING,0,,,,ACTIVE,,,
REACTIVA-2026-09,2026-09,CUST002467,Kavya Khanna,kavya.khanna.cust002467@reactiva.example,Bag,Sunglasses,Backpack,10,EZLI4W,2,PENDING,0,,,,ACTIVE,,,
REACTIVA-2026-09,2026-09,CUST002474,Kiran Bhat,kiran.bhat.cust002474@reactiva.example,Saree,Kurta,Jacket,10,TKAPDA,2,PENDING,0,,,,ACTIVE,,,
REACTIVA-2026-09,2026-09,CUST002537,Riya Kumar,riya.kumar.cust002537@reactiva.example,Saree,Kurta,Jacket,10,VKC4YE,2,PENDING,0,,,,ACTIVE,,,
REACTIVA-2026-09,2026-09,CUST002588,Ananya Rao,ananya.rao.cust002588@reactiva.example,Saree,Kurta,Jacket,10,OCHLHS,2,PENDING,0,,,,ACTIVE,,,
REACTIVA-2026-09,2026-09,CUST002599,Meera Verma,meera.verma.cust002599@reactiva.example,Bag,Sunglasses,Backpack,10,HO32O5,2,PENDING,0,,,,ACTIVE,,,
REACTIVA-2026-09,2026-09,CUST002618,Ananya Iyer,ananya.iyer.cust002618@reactiva.example,Saree,Kurta,Jacket,10,CBERG7,2,PENDING,0,,,,ACTIVE,,,
REACTIVA-2026-09,2026-09,CUST002643,Sanjay Malhotra,sanjay.malhotra.cust002643@reactiva.example,Saree,Kurta,Jacket,10,QWMFE2,2,PENDING,0,,,,ACTIVE,,,
REACTIVA-2026-09,2026-09,CUST002703,Rahul Joshi,rahul.joshi.cust002703@reactiva.example,Saree,Kurta,Jacket,10,JGVFS4,2,PENDING,0,,,,ACTIVE,,,
REACTIVA-2026-09,2026-09,CUST002720,Simran Bhat,simran.bhat.cust002720@reactiva.example,Running Shoes,Sneakers,Slippers,10,CVKJLD,2,PENDING,0,,,,ACTIVE,,,
REACTIVA-2026-09,2026-09,CUST002731,Riya Sharma,riya.sharma.cust002731@reactiva.example,Saree,Kurta,Jacket,10,UGOPXA,2,PENDING,0,,,,ACTIVE,,,
REACTIVA-2026-09,2026-09,CUST002738,Nikhil Singh,nikhil.singh.cust002738@reactiva.example,Running Shoes,Sneakers,Slippers,10,LO3WTM,2,PENDING,0,,,,ACTIVE,,,
REACTIVA-2026-09,2026-09,CUST002790,Sonia Patel,sonia.patel.cust002790@reactiva.example,Running Shoes,Sneakers,Slippers,10,QX5H5F,2,PENDING,0,,,,ACTIVE,,,
REACTIVA-2026-09,2026-09,CUST002797,Pooja Joshi,pooja.joshi.cust002797@reactiva.example,Running Shoes,Sneakers,Slippers,10,BOKOAK,2,PENDING,0,,,,ACTIVE,,,
REACTIVA-2026-09,2026-09,CUST002815,Meera Iyer,meera.iyer.cust002815@reactiva.example,Bag,Sunglasses,Backpack,10,MED6V6,2,PENDING,0,,,,ACTIVE,,,
REACTIVA-2026-09,2026-09,CUST002822,Deepika Rao,deepika.rao.cust002822@reactiva.example,Saree,Kurta,Jacket,10,YA6BIE,2,PENDING,0,,,,ACTIVE,,,
REACTIVA-2026-09,2026-09,CUST002825,Deepika Singh,deepika.singh.cust002825@reactiva.example,Saree,Kurta,Jacket,10,6X7TH7,2,PENDING,0,,,,ACTIVE,,,
REACTIVA-2026-09,2026-09,CUST002840,Vikram Joshi,vikram.joshi.cust002840@reactiva.example,Saree,Kurta,Jacket,10,YUHWZO,2,PENDING,0,,,,ACTIVE,,,
REACTIVA-2026-09,2026-09,CUST002844,Nikhil Kapoor,nikhil.kapoor.cust002844@reactiva.example,Bag,Sunglasses,Backpack,10,BYRB34,2,PENDING,0,,,,ACTIVE,,,
REACTIVA-2026-09,2026-09,CUST002846,Rakesh Gupta,rakesh.gupta.cust002846@reactiva.example,Bag,Sunglasses,Backpack,10,XNDJNY,2,PENDING,0,,,,ACTIVE,,,
REACTIVA-2026-09,2026-09,CUST002850,Raj Singh,raj.singh.cust002850@reactiva.example,Running Shoes,Sneakers,Slippers,10,EK47CL,2,PENDING,0,,,,ACTIVE,,,
REACTIVA-2026-09,2026-09,CUST002852,Anjali Singh,anjali.singh.cust002852@reactiva.example,Saree,Kurta,Jacket,10,SIGFLV,2,PENDING,0,,,,ACTIVE,,,
REACTIVA-2026-09,2026-09,CUST002885,Kavya Patel,kavya.patel.cust002885@reactiva.example,Running Shoes,Sneakers,Slippers,10,6QNNX4,2,PENDING,0,,,,ACTIVE,,,
REACTIVA-2026-09,2026-09,CUST002896,Ananya Reddy,ananya.reddy.cust002896@reactiva.example,Running Shoes,Sneakers,Slippers,10,MVVBBX,2,PENDING,0,,,,ACTIVE,,,
REACTIVA-2026-09,2026-09,CUST002901,Rahul Reddy,rahul.reddy.cust002901@reactiva.example,Saree,Kurta,Jacket,10,64MPWL,2,PENDING,0,,,,ACTIVE,,,
REACTIVA-2026-09,2026-09,CUST002907,Anjali Rao,anjali.rao.cust002907@reactiva.example,Bag,Sunglasses,Backpack,10,ZQE5QH,2,PENDING,0,,,,ACTIVE,,,
REACTIVA-2026-09,2026-09,CUST002911,Rakesh Desai,rakesh.desai.cust002911@reactiva.example,Bag,Sunglasses,Backpack,10,GUCEYY,2,PENDING,0,,,,ACTIVE,,,
REACTIVA-2026-09,2026-09,CUST002944,Arjun Rao,arjun.rao.cust002944@reactiva.example,Running Shoes,Sneakers,Slippers,10,U2E36S,2,PENDING,0,,,,ACTIVE,,,
REACTIVA-2026-09,2026-09,CUST002947,Ravi Bhat,ravi.bhat.cust002947@reactiva.example,Saree,Kurta,Jacket,10,H7FPUE,2,PENDING,0,,,,ACTIVE,,,
REACTIVA-2026-09,2026-09,CUST002964,Amit Mehta,amit.mehta.cust002964@reactiva.example,Bag,Sunglasses,Backpack,10,FWW4IU,2,PENDING,0,,,,ACTIVE,,,
REACTIVA-2026-09,2026-09,CUST002971,Neha Singh,neha.singh.cust002971@reactiva.example,Saree,Kurta,Jacket,10,CO4VCT,2,PENDING,0,,,,ACTIVE,,,
REACTIVA-2026-09,2026-09,CUST003010,Kavya Bhat,kavya.bhat.cust003010@reactiva.example,Bag,Sunglasses,Backpack,10,SZK74Y,2,PENDING,0,,,,ACTIVE,,,
REACTIVA-2026-09,2026-09,CUST003019,Deepika Reddy,deepika.reddy.cust003019@reactiva.example,Running Shoes,Sneakers,Slippers,10,UZKVQG,2,PENDING,0,,,,ACTIVE,,,
REACTIVA-2026-09,2026-09,CUST003068,Nisha Singh,nisha.singh.cust003068@reactiva.example,Bag,Sunglasses,Backpack,10,EJMKJO,2,PENDING,0,,,,ACTIVE,,,
REACTIVA-2026-09,2026-09,CUST003077,Raj Khanna,raj.khanna.cust003077@reactiva.example,Bag,Sunglasses,Backpack,10,E6FU2Z,2,PENDING,0,,,,ACTIVE,,,
REACTIVA-2026-09,2026-09,CUST003098,Varun Patel,varun.patel.cust003098@reactiva.example,Running Shoes,Sneakers,Slippers,10,ZVKSRN,2,PENDING,0,,,,ACTIVE,,,
REACTIVA-2026-09,2026-09,CUST003120,Rohan Patel,rohan.patel.cust003120@reactiva.example,Bag,Sunglasses,Backpack,10,3TNRP2,2,PENDING,0,,,,ACTIVE,,,
REACTIVA-2026-09,2026-09,CUST003129,Nisha Nair,nisha.nair.cust003129@reactiva.example,Saree,Kurta,Jacket,10,2UD5T2,2,PENDING,0,,,,ACTIVE,,,
REACTIVA-2026-09,2026-09,CUST003137,Varun Patel,varun.patel.cust003137@reactiva.example,Running Shoes,Sneakers,Slippers,10,IPYDJ2,2,PENDING,0,,,,ACTIVE,,,
REACTIVA-2026-09,2026-09,CUST003142,Vikram Reddy,vikram.reddy.cust003142@reactiva.example,Saree,Kurta,Jacket,10,K4VFDC,2,PENDING,0,,,,ACTIVE,,,
REACTIVA-2026-09,2026-09,CUST003148,Divya Mishra,divya.mishra.cust003148@reactiva.example,Bag,Sunglasses,Backpack,10,SCXKQ4,2,PENDING,0,,,,ACTIVE,,,
REACTIVA-2026-09,2026-09,CUST003172,Akash Malhotra,akash.malhotra.cust003172@reactiva.example,Bag,Sunglasses,Backpack,10,OXUACZ,2,PENDING,0,,,,ACTIVE,,,
REACTIVA-2026-09,2026-09,CUST003182,Tanya Mishra,tanya.mishra.cust003182@reactiva.example,Running Shoes,Sneakers,Slippers,10,EUXAOO,2,PENDING,0,,,,ACTIVE,,,
REACTIVA-2026-09,2026-09,CUST003218,Kavya Rao,kavya.rao.cust003218@reactiva.example,Bag,Sunglasses,Backpack,10,VPJA7W,2,PENDING,0,,,,ACTIVE,,,
REACTIVA-2026-09,2026-09,CUST003263,Amit Reddy,amit.reddy.cust003263@reactiva.example,Bag,Sunglasses,Backpack,10,QVMA7S,2,PENDING,0,,,,ACTIVE,,,
REACTIVA-2026-09,2026-09,CUST003265,Divya Khanna,divya.khanna.cust003265@reactiva.example,Running Shoes,Sneakers,Slippers,10,EG7QUY,2,PENDING,0,,,,ACTIVE,,,
REACTIVA-2026-09,2026-09,CUST003268,Rakesh Kumar,rakesh.kumar.cust003268@reactiva.example,Bag,Sunglasses,Backpack,10,M3YTG6,2,PENDING,0,,,,ACTIVE,,,
REACTIVA-2026-09,2026-09,CUST003279,Vivek Iyer,vivek.iyer.cust003279@reactiva.example,Saree,Kurta,Jacket,10,L7TULB,2,PENDING,0,,,,ACTIVE,,,
REACTIVA-2026-09,2026-09,CUST003300,Sanjay Rao,sanjay.rao.cust003300@reactiva.example,Bag,Sunglasses,Backpack,10,UN7FW3,2,PENDING,0,,,,ACTIVE,,,
REACTIVA-2026-09,2026-09,CUST003317,Kiran Sharma,kiran.sharma.cust003317@reactiva.example,Bag,Sunglasses,Backpack,10,R4AOPB,2,PENDING,0,,,,ACTIVE,,,
REACTIVA-2026-09,2026-09,CUST003333,Varun Singh,varun.singh.cust003333@reactiva.example,Running Shoes,Sneakers,Slippers,10,K6FHKK,2,PENDING,0,,,,ACTIVE,,,
REACTIVA-2026-09,2026-09,CUST003348,Vivek Saxena,vivek.saxena.cust003348@reactiva.example,Bag,Sunglasses,Backpack,10,3RKSCM,2,PENDING,0,,,,ACTIVE,,,
REACTIVA-2026-09,2026-09,CUST003370,Aditi Verma,aditi.verma.cust003370@reactiva.example,Bag,Sunglasses,Backpack,10,JXGWVZ,2,PENDING,0,,,,ACTIVE,,,
REACTIVA-2026-09,2026-09,CUST003374,Rahul Verma,rahul.verma.cust003374@reactiva.example,Bag,Sunglasses,Backpack,10,7CAZOJ,2,PENDING,0,,,,ACTIVE,,,
REACTIVA-2026-09,2026-09,CUST003385,Dev Sharma,dev.sharma.cust003385@reactiva.example,Running Shoes,Sneakers,Slippers,10,MGP6C3,2,PENDING,0,,,,ACTIVE,,,
REACTIVA-2026-09,2026-09,CUST003408,Isha Khanna,isha.khanna.cust003408@reactiva.example,Saree,Kurta,Jacket,10,GQUAKE,2,PENDING,0,,,,ACTIVE,,,
REACTIVA-2026-09,2026-09,CUST003426,Manish Iyer,manish.iyer.cust003426@reactiva.example,Saree,Kurta,Jacket,10,GHDGGB,2,PENDING,0,,,,ACTIVE,,,
REACTIVA-2026-09,2026-09,CUST003441,Neha Singh,neha.singh.cust003441@reactiva.example,Running Shoes,Sneakers,Slippers,10,ZPM5ZV,2,PENDING,0,,,,ACTIVE,,,
REACTIVA-2026-09,2026-09,CUST003444,Divya Saxena,divya.saxena.cust003444@reactiva.example,Bag,Sunglasses,Backpack,10,K6ZZDN,2,PENDING,0,,,,ACTIVE,,,
REACTIVA-2026-09,2026-09,CUST003459,Neha Desai,neha.desai.cust003459@reactiva.example,Saree,Kurta,Jacket,10,WNSZ3T,2,PENDING,0,,,,ACTIVE,,,
REACTIVA-2026-09,2026-09,CUST003462,Arjun Patel,arjun.patel.cust003462@reactiva.example,Saree,Kurta,Jacket,10,S5ICMC,2,PENDING,0,,,,ACTIVE,,,
REACTIVA-2026-09,2026-09,CUST003465,Varun Desai,varun.desai.cust003465@reactiva.example,Saree,Kurta,Jacket,10,ZFSQUM,2,PENDING,0,,,,ACTIVE,,,
REACTIVA-2026-09,2026-09,CUST000057,Aditya Verma,aditya.verma.cust000057@reactiva.example,Running Shoes,Sneakers,Slippers,10,RD6754,3,PENDING,1,2026-09-03T00:05:47.563339,,,ACTIVE,,,An error occurred (AccessDenied) when calling the SendEmail operation: User 'arn:aws:sts::856554457924:assumed-role/campaign_sender-role-iutfyimg/campaign_sender' is not authorized to perform 'ses:SendEmail' on resource 'arn:aws:ses:us-east-1:856554457924:identity/gmj.analytics.ds@gmail.com'
REACTIVA-2026-09,2026-09,CUST000065,Manish Malhotra,manish.malhotra.cust000065@reactiva.example,Bag,Sunglasses,Backpack,10,UPGRX4,3,PENDING,1,2026-09-03T00:05:47.563339,,,ACTIVE,,,An error occurred (AccessDenied) when calling the SendEmail operation: User 'arn:aws:sts::856554457924:assumed-role/campaign_sender-role-iutfyimg/campaign_sender' is not authorized to perform 'ses:SendEmail' on resource 'arn:aws:ses:us-east-1:856554457924:identity/gmj.analytics.ds@gmail.com'
REACTIVA-2026-09,2026-09,CUST000074,Sonia Patel,sonia.patel.cust000074@reactiva.example,Bag,Sunglasses,Backpack,10,WI5OUT,3,PENDING,1,2026-09-03T00:05:47.563339,,,ACTIVE,,,An error occurred (AccessDenied) when calling the SendEmail operation: User 'arn:aws:sts::856554457924:assumed-role/campaign_sender-role-iutfyimg/campaign_sender' is not authorized to perform 'ses:SendEmail' on resource 'arn:aws:ses:us-east-1:856554457924:identity/sonia.patel.cust000074@reactiva.example'
REACTIVA-2026-09,2026-09,CUST000089,Aditya Nair,aditya.nair.cust000089@reactiva.example,Running Shoes,Sneakers,Slippers,10,XNMR2Q,3,PENDING,1,2026-09-03T00:05:47.563339,,,ACTIVE,,,An error occurred (AccessDenied) when calling the SendEmail operation: User 'arn:aws:sts::856554457924:assumed-role/campaign_sender-role-iutfyimg/campaign_sender' is not authorized to perform 'ses:SendEmail' on resource 'arn:aws:ses:us-east-1:856554457924:identity/gmj.analytics.ds@gmail.com'
REACTIVA-2026-09,2026-09,CUST000148,Karan Patel,karan.patel.cust000148@reactiva.example,Bag,Sunglasses,Backpack,10,323YOZ,3,PENDING,1,2026-09-03T00:05:47.563339,,,ACTIVE,,,An error occurred (AccessDenied) when calling the SendEmail operation: User 'arn:aws:sts::856554457924:assumed-role/campaign_sender-role-iutfyimg/campaign_sender' is not authorized to perform 'ses:SendEmail' on resource 'arn:aws:ses:us-east-1:856554457924:identity/gmj.analytics.ds@gmail.com'
REACTIVA-2026-09,2026-09,CUST000173,Sonia Kumar,sonia.kumar.cust000173@reactiva.example,Bag,Sunglasses,Backpack,10,POILPQ,3,PENDING,1,2026-09-03T00:05:47.563339,,,ACTIVE,,,An error occurred (AccessDenied) when calling the SendEmail operation: User 'arn:aws:sts::856554457924:assumed-role/campaign_sender-role-iutfyimg/campaign_sender' is not authorized to perform 'ses:SendEmail' on resource 'arn:aws:ses:us-east-1:856554457924:identity/gmj.analytics.ds@gmail.com'
REACTIVA-2026-09,2026-09,CUST000174,Nisha Khanna,nisha.khanna.cust000174@reactiva.example,Saree,Kurta,Jacket,10,K2PHRY,3,PENDING,1,2026-09-03T00:05:47.563339,,,ACTIVE,,,An error occurred (AccessDenied) when calling the SendEmail operation: User 'arn:aws:sts::856554457924:assumed-role/campaign_sender-role-iutfyimg/campaign_sender' is not authorized to perform 'ses:SendEmail' on resource 'arn:aws:ses:us-east-1:856554457924:identity/nisha.khanna.cust000174@reactiva.example'
REACTIVA-2026-09,2026-09,CUST000176,Ananya Rao,ananya.rao.cust000176@reactiva.example,Saree,Kurta,Jacket,10,TK2YVA,3,PENDING,1,2026-09-03T00:05:47.563339,,,ACTIVE,,,An error occurred (AccessDenied) when calling the SendEmail operation: User 'arn:aws:sts::856554457924:assumed-role/campaign_sender-role-iutfyimg/campaign_sender' is not authorized to perform 'ses:SendEmail' on resource 'arn:aws:ses:us-east-1:856554457924:identity/gmj.analytics.ds@gmail.com'
REACTIVA-2026-09,2026-09,CUST000238,Sameer Khanna,sameer.khanna.cust000238@reactiva.example,Bag,Sunglasses,Backpack,10,4HN32O,3,PENDING,1,2026-09-03T00:05:47.563339,,,ACTIVE,,,An error occurred (AccessDenied) when calling the SendEmail operation: User 'arn:aws:sts::856554457924:assumed-role/campaign_sender-role-iutfyimg/campaign_sender' is not authorized to perform 'ses:SendEmail' on resource 'arn:aws:ses:us-east-1:856554457924:identity/sameer.khanna.cust000238@reactiva.example'
REACTIVA-2026-09,2026-09,CUST000240,Nisha Nair,nisha.nair.cust000240@reactiva.example,Bag,Sunglasses,Backpack,10,F7KFHC,3,PENDING,1,2026-09-03T00:05:47.563339,,,ACTIVE,,,An error occurred (AccessDenied) when calling the SendEmail operation: User 'arn:aws:sts::856554457924:assumed-role/campaign_sender-role-iutfyimg/campaign_sender' is not authorized to perform 'ses:SendEmail' on resource 'arn:aws:ses:us-east-1:856554457924:identity/gmj.analytics.ds@gmail.com'
REACTIVA-2026-09,2026-09,CUST000246,Akash Rao,akash.rao.cust000246@reactiva.example,Saree,Kurta,Jacket,10,YCVH7X,3,PENDING,1,2026-09-03T00:05:47.563339,,,ACTIVE,,,An error occurred (AccessDenied) when calling the SendEmail operation: User 'arn:aws:sts::856554457924:assumed-role/campaign_sender-role-iutfyimg/campaign_sender' is not authorized to perform 'ses:SendEmail' on resource 'arn:aws:ses:us-east-1:856554457924:identity/gmj.analytics.ds@gmail.com'
REACTIVA-2026-09,2026-09,CUST000251,Nikhil Joshi,nikhil.joshi.cust000251@reactiva.example,Bag,Sunglasses,Backpack,10,HZDE6E,3,PENDING,1,2026-09-03T00:05:47.563339,,,ACTIVE,,,An error occurred (AccessDenied) when calling the SendEmail operation: User 'arn:aws:sts::856554457924:assumed-role/campaign_sender-role-iutfyimg/campaign_sender' is not authorized to perform 'ses:SendEmail' on resource 'arn:aws:ses:us-east-1:856554457924:identity/gmj.analytics.ds@gmail.com'
REACTIVA-2026-09,2026-09,CUST000252,Deepika Mehta,deepika.mehta.cust000252@reactiva.example,Bag,Sunglasses,Backpack,10,FNNHSS,3,PENDING,1,2026-09-03T00:05:47.563339,,,ACTIVE,,,An error occurred (AccessDenied) when calling the SendEmail operation: User 'arn:aws:sts::856554457924:assumed-role/campaign_sender-role-iutfyimg/campaign_sender' is not authorized to perform 'ses:SendEmail' on resource 'arn:aws:ses:us-east-1:856554457924:identity/deepika.mehta.cust000252@reactiva.example'
REACTIVA-2026-09,2026-09,CUST000277,Isha Kapoor,isha.kapoor.cust000277@reactiva.example,Saree,Kurta,Jacket,10,QPRRB2,3,PENDING,1,2026-09-03T00:05:47.563339,,,ACTIVE,,,An error occurred (AccessDenied) when calling the SendEmail operation: User 'arn:aws:sts::856554457924:assumed-role/campaign_sender-role-iutfyimg/campaign_sender' is not authorized to perform 'ses:SendEmail' on resource 'arn:aws:ses:us-east-1:856554457924:identity/isha.kapoor.cust000277@reactiva.example'
REACTIVA-2026-09,2026-09,CUST000285,Raj Iyer,raj.iyer.cust000285@reactiva.example,Saree,Kurta,Jacket,10,SROSV7,3,PENDING,1,2026-09-03T00:05:47.563339,,,ACTIVE,,,An error occurred (AccessDenied) when calling the SendEmail operation: User 'arn:aws:sts::856554457924:assumed-role/campaign_sender-role-iutfyimg/campaign_sender' is not authorized to perform 'ses:SendEmail' on resource 'arn:aws:ses:us-east-1:856554457924:identity/raj.iyer.cust000285@reactiva.example'
REACTIVA-2026-09,2026-09,CUST000300,Vikram Desai,vikram.desai.cust000300@reactiva.example,Saree,Kurta,Jacket,10,4ON6VR,3,PENDING,1,2026-09-03T00:05:47.563339,,,ACTIVE,,,An error occurred (AccessDenied) when calling the SendEmail operation: User 'arn:aws:sts::856554457924:assumed-role/campaign_sender-role-iutfyimg/campaign_sender' is not authorized to perform 'ses:SendEmail' on resource 'arn:aws:ses:us-east-1:856554457924:identity/vikram.desai.cust000300@reactiva.example'
REACTIVA-2026-09,2026-09,CUST000309,Anjali Chopra,anjali.chopra.cust000309@reactiva.example,Saree,Kurta,Jacket,10,COMK5G,3,PENDING,1,2026-09-03T00:05:47.563339,,,ACTIVE,,,An error occurred (AccessDenied) when calling the SendEmail operation: User 'arn:aws:sts::856554457924:assumed-role/campaign_sender-role-iutfyimg/campaign_sender' is not authorized to perform 'ses:SendEmail' on resource 'arn:aws:ses:us-east-1:856554457924:identity/gmj.analytics.ds@gmail.com'
REACTIVA-2026-09,2026-09,CUST000338,Aditya Joshi,aditya.joshi.cust000338@reactiva.example,Running Shoes,Sneakers,Slippers,10,D55LCI,3,PENDING,1,2026-09-03T00:05:47.563339,,,ACTIVE,,,An error occurred (AccessDenied) when calling the SendEmail operation: User 'arn:aws:sts::856554457924:assumed-role/campaign_sender-role-iutfyimg/campaign_sender' is not authorized to perform 'ses:SendEmail' on resource 'arn:aws:ses:us-east-1:856554457924:identity/aditya.joshi.cust000338@reactiva.example'
REACTIVA-2026-09,2026-09,CUST000340,Sanjay Patel,sanjay.patel.cust000340@reactiva.example,Running Shoes,Sneakers,Slippers,10,ZPDGIP,3,PENDING,1,2026-09-03T00:05:47.563339,,,ACTIVE,,,An error occurred (AccessDenied) when calling the SendEmail operation: User 'arn:aws:sts::856554457924:assumed-role/campaign_sender-role-iutfyimg/campaign_sender' is not authorized to perform 'ses:SendEmail' on resource 'arn:aws:ses:us-east-1:856554457924:identity/sanjay.patel.cust000340@reactiva.example'
REACTIVA-2026-09,2026-09,CUST000354,Rohan Mehta,rohan.mehta.cust000354@reactiva.example,Saree,Kurta,Jacket,10,RTSXA4,3,PENDING,1,2026-09-03T00:05:47.563339,,,ACTIVE,,,An error occurred (AccessDenied) when calling the SendEmail operation: User 'arn:aws:sts::856554457924:assumed-role/campaign_sender-role-iutfyimg/campaign_sender' is not authorized to perform 'ses:SendEmail' on resource 'arn:aws:ses:us-east-1:856554457924:identity/rohan.mehta.cust000354@reactiva.example'
